Scene,Setup,Map
84,2,0,009B,10E6,Grotto,,670,570,-365,0000,E000,0000
85,0,0,009B,012C,Grotto,,-512,380,-1224,0000,4000,0000
85,2,0,009B,012C,Grotto,,-512,380,-1224,0000,4000,0000
85,3,0,009B,012C,Grotto,,-512,380,-1224,0000,4000,0000
86,0,0,009B,01EE,Grotto,,310,480,-2300,0000,AAAB,000A
86,0,0,009B,10FF,Grotto,,45,0,220,0000,0000,0000
86,0,0,009B,02ED,Grotto,,-195,0,1900,0000,8000,0008
86,2,0,009B,02ED,Grotto,,-195,0,1900,0000,8000,0008
86,2,0,009B,01EE,Grotto,,310,480,-2300,0000,AAAB,000A
86,2,0,009B,10FF,Grotto,,45,0,220,0000,0000,0000
87,0,0,009B,00EF,Grotto,,-3040,-1033,6075,0000,0000,0004
87,2,0,009B,00EF,Grotto,,-3040,-1033,6075,0000,0000,0004
88,0,1,009B,11FF,Grotto,,-860,14,-470,0000,D555,0000
88,2,1,009B,11FF,Grotto,,-860,14,-470,0000,D555,0000
90,0,0,009B,00F2,Grotto,,280,-555,1470,0000,8000,0006
90,2,0,009B,00F2,Grotto,,280,-555,1470,0000,8000,0006
90,2,0,009B,01F0,Grotto,,-1323,15,-969,0000,9555,000A
91,0,2,009B,0014,Grotto,,915,0,-925,0000,E000,0000	Generic Grotto, chest flag 14h
91,2,2,009B,0014,Grotto,,915,0,-925,0000,E000,0000
91,0,6,009B,00F3,Grotto,,80,-20,-1600,0000,4000,000C
91,2,6,009B,00F3,Grotto,,80,-20,-1600,0000,4000,000C
91,0,8,009B,00F5,Grotto,,670,0,-2520,0000,2000,0007
91,2,8,009B,00F5,Grotto,,670,0,-2520,0000,2000,0007
92,0,0,009B,00FD,Grotto,,60,-32,-1300,0000,A71C,000A
92,2,0,009B,00FD,Grotto,,60,-32,-1300,0000,A71C,000A
93,2,0,009B,11FF,Grotto,,376,333,-1564,0000,4000,0000
93,3,0,009B,11FF,Grotto,,376,333,-1564,0000,4000,0000
95,0,0,009B,01F6,Grotto,,996,1571,844,0000,9555,0009
96,0,0,009B,00F8,Grotto,,-688,1946,-285,0000,8000,000D
96,0,0,009B,0157,Grotto,,-383,1386,-1206,0000,8000,0000
96,2,0,009B,00F8,Grotto,,-688,1946,-285,0000,8000,000D
96,2,0,009B,0157,Grotto,,-383,1386,-1206,0000,8000,0000
97,0,1,009B,007A,Grotto,,40,1233,1770,0000,238E,0000
97,0,1,009B,00F9,Grotto,,-1699,722,-472,0000,31C7,0004
97,2,1,009B,007A,Grotto,,40,1233,1770,0000,238E,0000
97,2,1,009B,00F9,Grotto,,-1699,722,-472,0000,31C7,0004
98,0,3,009B,00FB,Grotto,,1100,580,-1190,0000,0000,0004
98,2,3,009B,00FB,Grotto,,1100,580,-1190,0000,0000,0004
99,0,0,009B,00FC,Grotto,,1800,0,1500,0000,AAAB,0004
99,1,0,009B,00FC,Grotto,,1800,0,1500,0000,AAAB,0004
Total: 77
